id,raw_category,category,count,nyuClass,nyu40class,nyu40id,eigen13class,eigen13id,ours,ade20k,ade class,replicaid,replicaclass,ModelNet40,ModelNet10,ShapeNetCore55,synsetoffset,wnsynsetid,wnsynsetkey,mpcat40,mpcat40index,wn199,coco-panoptic-133,coco-panoptic-133-id,color
1239,bananas,banana,4,,otherprop,40,Objects,7.0,,,,,,,,,,n00021265,food.n.01,objects,39.0,184.0,,,94-61-112
1240,carseat,carseat,4,,otherprop,40,Objects,7.0,,31,seat,,,,,,,,,misc,40.0,,,,118-115-173
366,helmet,helmet,4,,otherprop,40,Objects,7.0,,,,24,clothing,,,helmet,3513137.0,n03513137,helmet.n.02,clothes,38.0,186.0,,,169-237-221
816,umbrella,umbrella,4,umbrella,,,Objects,7.0,,,,89,umbrella,,,,,n04507155,umbrella.n.01,objects,39.0,188.0,,,186-35-229
1241,coffee box,coffee box,4,,otherprop,40,Objects,7.0,box,,,15,box,,,,,,,objects,39.0,,umbrella,,118-36-0
719,envelope,envelope,4,envelope,otherprop,40,Objects,7.0,,,,,,,,,,n03291819,envelope.n.01,objects,39.0,183.0,,,138-151-3
284,wet floor sign,wet floor sign,4,sign,otherprop,40,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,135-145-168
1242,clothing rack,clothing rack,4,stand,otherfurniture,39,Furniture,6.0,rail,,,66,rack,,,,,n04038440,rack.n.05,shelving,31.0,101.0,,,213-148-223
247,controller,controller,4,,otherprop,40,Objects,7.0,,,,,,,,,,n03096960,control.n.09,objects,39.0,180.0,,,169-39-33
1243,bath walls,bathroom wall,4,wall,wall,1,Wall,12.0,wall,1,building,93,wall,,,,,n04546855,wall.n.01,wall,1.0,1.0,,,47-107-52
1244,podium,podium,4,,otherfurniture,39,Furniture,6.0,,,,,,,,,,n03159640,dais.n.01,furniture,36.0,181.0,,,80-103-1
1245,storage box,storage box,4,box,box,29,Objects,7.0,box,41,box,15,box,,,,,n02883344,box.n.01,objects,39.0,13.0,,,191-87-18
1246,dolly,dolly,4,,otherprop,40,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,62-88-217
1247,shampoo,shampoo,3,,otherprop,40,Objects,7.0,bottle,,,,,,,,,n04183516,shampoo.n.01,objects,39.0,,,,109-172-105
592,paper tray,paper tray,3,paper tray,otherprop,40,Objects,7.0,,137,tray,,,,,,,,,objects,39.0,,,,17-156-72
385,cabinet door,cabinet door,3,door,door,8,Wall,12.0,door?,"14,58","door, screen door",,,door,,,,,,door,4.0,,,,34-17-124
1248,changing station,changing station,3,,otherprop,40,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,120-254-148
1249,poster printer,poster printer,3,printer,otherprop,40,Objects,7.0,tech,,,,,,,printer,4004475.0,n04004475,printer.n.03,appliances,37.0,53.0,,,186-5-31
133,screen,screen,3,,curtain,16,Objects,7.0,curtain,18,curtain,,,,,,,n03151077,curtain.n.01,curtain,12.0,28.0,curtain,,2-210-120
301,soap bar,soap bar,3,bar,otherstructure,38,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,141-188-213
1250,crutches,crutches,3,,otherprop,40,Objects,7.0,,,,,,,,,,n03141823,crutch.n.01,objects,39.0,,,,14-170-120
379,studio light,studio light,3,light,lamp,35,Objects,7.0,,82,light,47,lamp,,,,,,,lighting,28.0,,,,123-170-253
130,stack of cups,cup,3,cup,otherprop,40,Objects,7.0,cup,,,28,cup,cup,,cup or mug,3797390.0,n03797390,mug.n.04,objects,39.0,43.0,,,12-61-162
1251,toilet flush button,toilet flush button,3,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,135-216-15
450,trunk,trunk,3,,otherprop,40,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,27-77-90
1252,grocery bag,grocery bag,3,bag,bag,37,Objects,7.0,bag,115,bag,100,bag,,,suitcase,2773838.0,n03461288,grocery_bag.n.01,objects,39.0,,,,247-82-179
316,plastic bin,plastic bin,3,bin,otherprop,40,Objects,7.0,container,,,10,bin,,,,,,,objects,39.0,,,,100-92-224
1253,pizza box,pizza box,3,box,box,29,Objects,7.0,,41,box,15,box,,,,,,,objects,39.0,,,,102-6-181
385,cabinet doors,cabinet door,3,cabinet,cabinet,3,Furniture,6.0,,"10,99","cabinet, buffet",,,,,cabinet,2933112.0,n02933112,cabinet.n.01,door,4.0,4.0,cabinet-merged,,250-235-253
1254,legs,legs,3,person,person,31,Objects,7.0,,,,,,person,,,,n05217688,person.n.02,misc,40.0,79.0,,,33-238-235
461,car,car,3,car,otherprop,40,Objects,7.0,,20,car,,,car,,car,2958343.0,n02958343,car.n.01,misc,40.0,,,,130-57-59
1255,shaving cream,shaving cream,3,,otherprop,40,Objects,7.0,,,,,,,,,,n04186051,shaving_cream.n.01,objects,39.0,,,,78-37-190
1256,luggage stand,luggage stand,3,stand,otherfurniture,39,Furniture,6.0,,,,,,,,,,n04038440,rack.n.05,shelving,31.0,101.0,,,213-148-223
599,shredder,shredder,3,,otherprop,40,Objects,7.0,,,,,,,,,,n04210120,shredder.n.01,objects,39.0,176.0,,,86-133-116
281,statue,statue,3,sculpture,otherprop,40,Objects,7.0,,132,sculpture,70,sculpture,,,,,n04306847,statue.n.01,misc,40.0,,,,193-5-183
1257,urinal,urinal,3,toilet,toilet,33,Objects,7.0,,65,toilet,84,toilet,toilet,toilet,,,n04515991,urinal.n.01,toilet,18.0,,,,83-121-154
1258,hose,hose,3,,otherprop,40,Objects,7.0,,,,,,,,,,n03539875,hose.n.03,misc,40.0,,,,180-32-10
1259,bike pump,bike pump,3,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,127-46-23
319,coatrack,coatrack,3,,otherprop,40,Objects,7.0,,,,66,rack,,,,,n03059103,coatrack.n.01,shelving,31.0,122.0,,,244-16-210
1260,bear,bear,3,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,194-111-79
28,wall lamp,lamp,3,lamp,lamp,35,Objects,7.0,,36,lamp,47,lamp,lamp,,lamp,3636649.0,n03636649,lamp.n.02,lighting,28.0,23.0,,,237-204-37
1261,humidifier,humidifier,3,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,236-200-164
546,toothpaste,toothpaste,3,toothpaste,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,212-137-27
1262,mouthwash bottle,mouthwash bottle,3,bottle,otherprop,40,Objects,7.0,bottle,98,bottle,14,bottle,bottle,,bottle,2876657.0,n02876657,bottle.n.01,objects,39.0,35.0,bottle,,165-143-66
1263,poster cutter,poster cutter,3,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,206-253-207
1264,golf bag,golf bag,3,bag,bag,37,Objects,7.0,bag,115,bag,100,bag,,,suitcase,2773838.0,n03445617,golf_bag.n.01,objects,39.0,,,,32-135-211
1265,food container,food container,3,container,otherprop,40,Objects,7.0,box,,,15,box,,,,,n03094503,container.n.01,objects,39.0,77.0,,,69-250-159
1266,camera,camera,3,,otherprop,40,Objects,7.0,tech,,,17,camera,,,,,,,objects,39.0,,,,158-223-239
28,table lamp,lamp,3,lamp,lamp,35,Objects,7.0,,36,lamp,47,lamp,lamp,,lamp,3636649.0,n04380533,table_lamp.n.01,lighting,28.0,,,,237-204-37
1267,yoga mat,yoga mat,3,floor mat,floor mat,20,Floor,5.0,,,,50,mat,,,,,n03727837,mat.n.01,floor,2.0,74.0,,,243-214-30
1268,card,card,3,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,52-79-1
1269,mug,mug,3,cup,otherprop,40,Objects,7.0,cup,,,28,cup,cup,,cup or mug,3797390.0,n03797390,mug.n.04,objects,39.0,43.0,,,251-239-218
188,shower doors,shower door,3,,otherstructure,38,Objects,7.0,,145,shower,73,shower-stall,,,,,,shower_stall.n.01,door,4.0,54.0,,,54-209-150
689,cardboard,cardboard,3,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,224-116-208
1270,rack stand,rack stand,3,stand,otherfurniture,39,Furniture,6.0,,,,66,rack,,,,,n04038440,rack.n.05,shelving,31.0,101.0,,,213-148-223
1271,boxes of paper,boxes of paper,3,box,box,29,Objects,7.0,,41,box,15,box,,,,,n02883344,box.n.01,objects,39.0,13.0,,,191-87-18
1272,flag,flag,3,,otherprop,40,Objects,7.0,,149,flag,,,,,,,,,misc,40.0,,,,176-142-168
354,futon,futon,3,mattress,otherfurniture,39,Furniture,6.0,,,,,,,,,,n03408444,futon.n.01,sofa,10.0,,,,130-29-126
339,magazine,magazine,3,magazine,otherprop,40,Objects,7.0,,,,,,,,,,n06595351,magazine.n.01,objects,39.0,,,,33-211-246
1009,exit sign,exit sign,3,exit sign,otherprop,40,Objects,7.0,decor,,,,,,,,,,,misc,40.0,,,,106-202-151
1273,rolled poster,rolled poster,3,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,98-116-155
1274,wheel,wheel,3,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,219-8-189
15,pictures,picture,3,picture,picture,11,Picture,8.0,decor,,,59,picture,,,,,n03931044,picture.n.01,picture,6.0,14.0,,,196-156-148
1275,blackboard eraser,blackboard eraser,3,eraser,otherprop,40,Objects,7.0,,,,,,,,,,n03294833,eraser.n.01,objects,39.0,,,,115-90-67
361,organizer,organizer,3,,otherprop,40,Objects,7.0,,,,,,,,,,n03918737,personal_digital_assistant.n.01,objects,39.0,,,,201-143-148
1276,doll,doll,3,toy,otherprop,40,Objects,7.0,,,,,,,,,,n03219135,doll.n.01,objects,39.0,,,,46-167-247
326,book rack,book rack,3,bookrack,otherfurniture,39,Furniture,6.0,,,,66,rack,,,,,,,objects,39.0,,,,173-8-23
1277,laundry bag,laundry bag,3,laundry basket,otherprop,40,Objects,7.0,,112,basket,"3,100","basket, bag",,,basket,2801938.0,n03050864,clothes_hamper.n.01,objects,39.0,91.0,,,13-92-100
1278,sponge,sponge,3,,otherprop,40,Objects,7.0,,,,,,,,,,n01906749,sponge.n.04,objects,39.0,,,,93-185-6
116,seating,seat,3,furniture,"otherfurniture, chair","39,5",Furniture,6.0,,31,seat,,,,,,,n04161981,seat.n.03,furniture,36.0,75.0,,,50-138-38
1184,folded chairs,folded chair,2,chair,chair,5,Chair,4.0,,19,chair,20,chair,chair,chair,chair,3001627.0,n03001627,chair.n.01,chair,3.0,2.0,,,59-155-45
1279,lotion bottle,lotion bottle,2,bottle,otherprop,40,Objects,7.0,,98,bottle,14,bottle,bottle,,bottle,2876657.0,n02876657,bottle.n.01,objects,39.0,35.0,bottle,,165-143-66
212,can,can,2,can,otherprop,40,Objects,7.0,,,,,,,,can,2946921.0,n02946921,can.n.01,objects,39.0,,,,37-245-158
1280,lunch box,lunch box,2,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,67-46-205
1281,food display,food display,2,,otherprop,40,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,31-45-60
794,storage shelf,storage shelf,2,,otherprop,40,Objects,7.0,,24,shelf,71,shelf,,,,,,,shelving,31.0,,,,155-180-232
1282,sliding wood door,sliding wood door,2,,otherprop,40,Objects,7.0,,,,37,door,,,,,,,door,4.0,,,,12-169-144
955,pants,pants,2,,otherprop,40,Objects,7.0,,,,24,clothing,,,,,n04489008,trouser.n.01,clothes,38.0,,,,154-139-114
387,wood,wood,2,,otherprop,40,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,198-152-114
69,boards,board,2,board,otherstructure,38,Objects,7.0,,,,56,panel,,,,,,,board_panel,35.0,,,,20-65-247
65,bottles,bottle,2,bottle,otherprop,40,Objects,7.0,,98,bottle,14,bottle,bottle,,bottle,2876657.0,n02876657,bottle.n.01,objects,39.0,35.0,bottle,,191-28-135
523,washcloth,washcloth,2,,otherprop,40,Objects,7.0,,,,23,cloth,,,,,n04554523,washcloth.n.01,towel,20.0,,,,194-80-37
389,workbench,workbench,2,bench,otherfurniture,39,Furniture,6.0,,,,,,bench,,table,4379243.0,n04600486,workbench.n.01,table,5.0,,,,30-194-166
29,open kitchen cabinet,kitchen cabinet,2,cabinet,cabinet,3,Furniture,6.0,,"10,99","cabinet, buffet",2,base-cabinet,,,,,n02933112,cabinet.n.01,cabinet,7.0,4.0,,,41-206-32
1283,organizer shelf,organizer shelf,2,shelves,shelves,15,Furniture,6.0,,24,shelf,71,shelf,bookshelf,,bookshelf,2871439.0,n02871439,bookshelf.n.01,shelving,31.0,10.0,,,254-185-193
146,frame,frame,2,,otherstructure,38,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,59-79-216
130,cups,cup,2,cup,otherprop,40,Objects,7.0,,,,28,cup,cup,,cup or mug,3797390.0,n03797390,mug.n.04,objects,39.0,43.0,,,12-61-162
372,exercise ball,exercise ball,2,ball,otherprop,40,Objects,7.0,,119,ball,38,exercise-ball,,,,,n04285146,sports_equipment.n.01,gym_equipment,33.0,,ball,,135-212-151
289,easel,easel,2,stand,otherfurniture,39,Furniture,6.0,,,,,,,,,,n03262809,easel.n.01,furniture,36.0,,,,103-60-236
440,garbage bag,garbage bag,2,bag,bag,37,Objects,7.0,,115,bag,100,bag,,,suitcase,2773838.0,n02773838,bag.n.01,objects,39.0,34.0,,,11-136-125
321,roomba,roomba,2,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,38-53-169
976,garage door,garage door,2,garage door,otherstructure,38,Objects,7.0,,,,37,door,door,,,,,,door,4.0,,,,229-173-44
1256,luggage rack,luggage stand,2,stand,otherfurniture,39,Furniture,6.0,,,,66,rack,,,,,n04038440,,shelving,31.0,,,,139-20-226
1284,bike lock,bike lock,2,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,46-13-16
1285,briefcase,briefcase,2,,otherprop,40,Objects,7.0,,,,,,,,,,n02900705,briefcase.n.01,objects,39.0,,,,136-195-199
357,hand towel,hand towel,2,towel,towel,27,Objects,7.0,,81,towel,86,towel,,,,,n03490006,hand_towel.n.01,towel,20.0,,towel,,84-43-48
1286,bath products,bath product,2,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,68-179-145
1287,star,star,2,,otherprop,40,Objects,7.0,,,,,,,,,,n09444783,star.n.03,misc,40.0,,,,145-45-245
365,map,map,2,map,otherprop,40,Objects,7.0,,,,,,,,,,n03720163,map.n.01,misc,40.0,,,,142-91-184
1288,coffee bean bag,coffee bean bag,2,bag,bag,37,Objects,7.0,,115,bag,100,bag,,,suitcase,2773838.0,n02773838,bag.n.01,objects,39.0,34.0,,,11-136-125
81,headboard,headboard,2,headboard,otherfurniture,39,Furniture,6.0,,,,7,bed,,,,,n03502200,headboard.n.01,bed,11.0,,,,114-246-210
1289,ipad,ipad,2,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,180-203-183
1290,display rack,display rack,2,stand,otherfurniture,39,Furniture,6.0,,,,66,rack,,,,,n04038440,rack.n.05,shelving,31.0,101.0,,,213-148-223
948,traffic cone,traffic cone,2,cone,otherprop,40,Objects,7.0,,,,,,cone,,,,,,objects,39.0,,,,97-189-11
174,toiletry,toiletry,2,,otherprop,40,Objects,7.0,,,,,,,,,,n04447443,toiletry.n.01,objects,39.0,,,,239-85-219
1028,canopy,canopy,2,,otherprop,40,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,254-212-176
1291,massage chair,massage chair,2,chair,chair,5,Chair,4.0,,19,chair,20,chair,chair,chair,chair,3001627.0,n03001627,chair.n.01,chair,3.0,2.0,,,152-89-165
1292,paper organizer,paper organizer,2,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,217-138-109
1005,barricade,barricade,2,,otherprop,40,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,91-87-53
235,platform,platform,2,,otherstructure,38,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,11-103-202
1293,cap,cap,2,hat,otherprop,40,Objects,7.0,,,,,,,,,,n03497657,hat.n.01,clothes,38.0,114.0,,,104-67-186
1294,dumbbell plates,dumbbell plates,2,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,103-170-54
1295,elevator,elevator,2,,otherstructure,38,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,13-109-125
1296,cooking pan,cooking pan,2,pan,otherprop,40,Objects,7.0,,,,55,pan,,,,,n03880531,pan.n.01,objects,39.0,,,,101-56-14
1297,trash bag,trash bag,2,bag,bag,37,Objects,7.0,,115,bag,100,bag,,,,,,,objects,39.0,,,,230-90-170
1298,santa,santa,2,,otherprop,40,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,72-19-162
1299,jewelry box,jewelry box,2,box,box,29,Objects,7.0,,,,15,box,,,,,n02883344,box.n.01,objects,39.0,13.0,,,191-87-18
1300,boat,boat,2,,otherprop,40,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,247-247-22
1301,sock,sock,2,clothes,clothes,21,Objects,7.0,,,,24,clothing,,,,,n04254777,sock.n.01,clothes,38.0,,,,211-19-18
1051,kinect,kinect,2,kinect,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,136-29-199
566,crib,crib,2,crib,otherfurniture,39,Furniture,6.0,,,,,,,,,,,,furniture,36.0,,,,177-142-248
1302,plastic storage bin,plastic storage bin,2,container,otherprop,40,Objects,7.0,,,,10,bin,,,,,n03094503,container.n.01,objects,39.0,77.0,,,69-250-159
1062,cooler,cooler,2,refridgerator,refridgerator,24,Furniture,6.0,,,,67,refrigerator,,,,,n03102654,cooler.n.01,appliances,37.0,,,,199-150-235
1303,kitchen apron,kitchen apron,2,clothes,clothes,21,Objects,7.0,,92,apparel,24,clothing,,,,,n02728440,apparel.n.01,clothes,38.0,25.0,,,15-185-73
1304,dishwashing soap bottle,dishwashing soap bottle,2,bottle,otherprop,40,Objects,7.0,,98,bottle,14,bottle,bottle,,bottle,2876657.0,n02876657,bottle.n.01,objects,39.0,35.0,bottle,,165-143-66
1305,xbox controller,xbox controller,2,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,202-153-136
1306,banana holder,banana holder,2,,otherprop,40,Objects,7.0,,,,46,kitchen-utensil,,,,,,,objects,39.0,,,,190-24-238
298,ping pong paddle,ping pong paddle,2,,otherprop,40,Objects,7.0,,,,,,,,,,,,table,5.0,,,,170-88-69
1307,airplane,airplane,2,,otherprop,40,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,170-245-63
1308,conditioner bottle,conditioner bottle,2,bottle,otherprop,40,Objects,7.0,,98,bottle,14,bottle,bottle,,bottle,2876657.0,n02876657,bottle.n.01,objects,39.0,35.0,bottle,,165-143-66
1309,tea kettle,tea kettle,2,tea kettle,otherprop,40,Objects,7.0,,,,46,kitchen-utensil,,,,,n04397768,teakettle.n.01,objects,39.0,,,,78-79-136
43,bedframe,bedframe,2,,otherfurniture,39,Furniture,6.0,,,,7,bed,,,,,n02822579,bedstead.n.01,bed,11.0,,,,83-130-66
1310,wood beam,wood beam,2,,otherstructure,38,Objects,7.0,,,,5,beam,,,,,,,beam,29.0,,,,216-171-120
593,toilet paper package,toilet paper package,2,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,6-155-160
1311,wall mounted coat rack,wall mounted coat rack,2,,otherprop,40,Objects,7.0,,,,66,rack,,,,,n03059103,coatrack.n.01,shelving,31.0,122.0,,,244-16-210
1312,film light,film light,2,,otherprop,40,Objects,7.0,,,,,,,,,,,,lighting,28.0,,,,7-132-81
749,ceiling lamp,ceiling lamp,1,lamp,lamp,35,Objects,7.0,,36,lamp,47,lamp,lamp,,lamp,3636649.0,n03636649,lamp.n.02,lighting,28.0,23.0,,,239-159-58
623,chain,chain,1,,otherprop,40,Objects,7.0,,,,,,,,,,,,chair,3.0,,,,116-41-7
1313,sofa,sofa,1,sofa,sofa,6,Sofa,9.0,,23,sofa,76,sofa,sofa,sofa,sofa,4256520.0,n04256520,sofa.n.01,sofa,10.0,20.0,,,67-1-197
99,closet wardrobe,wardrobe,1,wardrobe,otherfurniture,39,Furniture,6.0,,35,wardrobe,96,wardrobe,wardrobe,,,,n04550184,wardrobe.n.01,furniture,36.0,61.0,,,152-83-7
265,sweater,sweater,1,,otherprop,40,Objects,7.0,,,,24,clothing,,,,,n04370048,sweater.n.01,clothes,38.0,,,,130-160-240
1314,kitchen mixer,kitchen mixer,1,,otherprop,40,Objects,7.0,,,,"46,75","kitchen-utensil, small-appliance",,,,,,,appliances,37.0,,,,75-166-151
99,wardrobe,wardrobe,1,wardrobe,otherfurniture,39,Furniture,6.0,,35,wardrobe,96,wardrobe,wardrobe,,,,n04550184,wardrobe.n.01,furniture,36.0,61.0,,,152-83-7
1315,water softener,water softener,1,,otherprop,40,Objects,7.0,,,,"46,75","kitchen-utensil, small-appliance",,,,,,,misc,40.0,,,,82-229-250
448,banister,banister,1,banister,otherstructure,38,Objects,7.0,,"38,95","railing, bannister",43,handrail,,,,,n02788148,bannister.n.02,railing,30.0,76.0,,,70-3-58
257,trolley,trolley,1,trolley,otherprop,40,Objects,7.0,,,,,,,,,,n04335435,streetcar.n.01,misc,40.0,,,,191-135-119
1316,pantry shelf,pantry shelf,1,shelves,shelves,15,Furniture,6.0,,24,shelf,71,shelf,bookshelf,,bookshelf,2871439.0,,,shelving,31.0,,,,200-216-196
786,sofa bed,sofa bed,1,bed,bed,4,Bed,1.0,,,,7,bed,bed,bed,bed,2818832.0,n02818832,bed.n.01,bed,11.0,27.0,,,86-211-75
801,loofa,loofa,1,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,112-244-166
972,shower faucet handle,shower faucet handle,1,handle,otherprop,40,Objects,7.0,,,,39,faucet,,,,,,,shower,23.0,,,,213-183-229
1317,toy piano,toy piano,1,toy,otherprop,40,Objects,7.0,plaything,108,plaything,,,,,,,n03964744,plaything.n.01,objects,39.0,,,,137-176-142
1318,fish,fish,1,,otherprop,40,Objects,7.0,,,,,,,,,,n02512053,fish.n.01,objects,39.0,,,,45-53-147
75,file cabinets,file cabinet,1,cabinet,cabinet,3,Furniture,6.0,,10,cabinet,18,cabinet,,,cabinet,2933112.0,n03337140,file.n.03,cabinet,7.0,,,,160-89-237
657,cat litter box,cat litter box,1,box,box,29,Objects,7.0,,,,15,box,,,,,,,objects,39.0,,,,166-100-201
561,electric panel,electric panel,1,,otherprop,40,Objects,7.0,,,,56,panel,,,,,,,misc,40.0,,,,105-26-85
93,suitcases,suitcase,1,luggage,,,Objects,7.0,,,,,,,,,,n02774630,baggage.n.01,objects,39.0,51.0,,,213-208-88
513,curtain rod,curtain rod,1,curtain rod,otherstructure,38,Objects,7.0,,,,,,,,,,,,curtain,12.0,,,,10-87-214
411,bunk bed,bunk bed,1,bunk bed,otherfurniture,39,Furniture,6.0,,,,7,bed,bed,bed,bed,2818832.0,n02920259,bunk_bed.n.01,bed,11.0,,,,189-174-190
1122,chandelier,chandelier,1,chandelier,otherstructure,38,Objects,7.0,,85,chandelier,,,,,,,n03005285,chandelier.n.01,lighting,28.0,,,,254-30-213
922,tape,tape,1,tape,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,252-240-16
88,plates,plate,1,,otherprop,40,Objects,7.0,,142,plate,64,plate,,,,,n03959485,plate.n.04,objects,39.0,111.0,,,24-94-205
518,alarm,alarm,1,alarm,otherprop,40,Objects,7.0,,148,clock,22,clock,,,clock,3046257.0,n02694662,alarm_clock.n.01,objects,39.0,124.0,clock,,130-164-70
814,fire hose,fire hose,1,,otherprop,40,Objects,7.0,,,,,,,,,,n03346004,fire_hose.n.01,misc,40.0,,,,77-236-204
1319,toy dinosaur,toy dinosaur,1,toy,otherprop,40,Objects,7.0,plaything,108,plaything,,,,,,,n03964744,plaything.n.01,objects,39.0,,,,61-48-224
1320,cone,cone,1,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,218-233-249
649,glass doors,glass door,1,door,door,8,Wall,12.0,,14,door,37,door,door,,,,n03221720,door.n.01,door,4.0,5.0,door-stuff,,120-70-130
607,hatrack,hatrack,1,,otherprop,40,Objects,7.0,,,,66,rack,,,,,n03059103,coatrack.n.01,shelving,31.0,122.0,,,244-16-210
819,subwoofer,subwoofer,1,speaker,otherprop,40,Objects,7.0,,,,,,,,speaker,3691459.0,n04349401,subwoofer.n.01,objects,39.0,,,,32-123-34
1321,fire sprinkler,fire sprinkler,1,,otherprop,40,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,58-113-244
1322,trash cabinet,trash cabinet,1,cabinet,cabinet,3,Furniture,6.0,,10,cabinet,18,cabinet,,,cabinet,2933112.0,n02933112,cabinet.n.01,cabinet,7.0,4.0,cabinet-merged,,250-235-253
1204,pantry walls,pantry wall,1,wall,wall,1,Wall,12.0,,,,93,wall,,,,,n04546855,wall.n.01,wall,1.0,1.0,,,47-107-52
227,photo,photo,1,photo,otherprop,40,Objects,7.0,,,,59,picture,,,,,n03925226,photograph.n.01,picture,6.0,,,,60-137-223
817,barrier,barrier,1,,otherprop,40,Objects,7.0,,,,,,,,,,n02796623,barrier.n.01,misc,40.0,,,,48-72-85
130,stacks of cups,cup,1,,otherprop,40,Objects,7.0,,,,28,cup,,,,,n03147509,cup.n.01,objects,39.0,,,,12-61-162
712,beachball,beachball,1,ball,otherprop,40,Objects,7.0,,119,ball,,,,,,,n02814224,beach_ball.n.01,objects,39.0,,ball,,181-133-227
1323,folded boxes,folded boxes,1,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,22-194-108
1324,contact lens solution bottle,contact lens solution bottle,1,bottle,otherprop,40,Objects,7.0,,98,bottle,14,bottle,bottle,,bottle,2876657.0,n02876657,bottle.n.01,objects,39.0,35.0,bottle,,165-143-66
673,covered box,covered box,1,box,box,29,Objects,7.0,,,,15,box,,,,,,,objects,39.0,,,,233-36-232
459,folder,folder,1,folder,otherprop,40,Objects,7.0,,,,,,,,,,n03376279,folder.n.02,objects,39.0,,,,248-127-165
643,mail trays,mail tray,1,mail tray,otherprop,40,Objects,7.0,,137,tray,,,,,,,,,objects,39.0,,,,224-101-70
238,slipper,slipper,1,,otherprop,40,Objects,7.0,,,,24,clothing,,,,,n04241394,slipper.n.01,clothes,38.0,161.0,,,197-10-166
765,magazine rack,magazine rack,1,stand,otherfurniture,39,Furniture,6.0,,,,66,rack,,,,,n03704549,magazine_rack.n.01,shelving,31.0,,,,71-227-230
1008,sticker,sticker,1,sticker,otherprop,40,Objects,7.0,,,,,,,,,,n07272545,gummed_label.n.01,objects,39.0,,,,56-180-83
225,lotion,lotion,1,,otherprop,40,Objects,7.0,,,,,,,,,,n03690938,lotion.n.01,objects,39.0,,,,120-188-141
1083,buddha,buddha,1,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,147-183-87
813,file organizer,file organizer,1,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,230-107-73
138,paper towel rolls,paper towel roll,1,paper towel,otherprop,40,Objects,7.0,,,,57,paper-towel,,,,,n03887697,paper_towel.n.01,towel,20.0,90.0,,,60-126-146
1145,night lamp,night lamp,1,lamp,lamp,35,Objects,7.0,,36,lamp,47,lamp,lamp,,lamp,3636649.0,n03636649,lamp.n.02,lighting,28.0,23.0,,,239-159-58
796,fuse box,fuse box,1,,otherprop,40,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,121-65-152
1325,knife block,knife block,1,,otherprop,40,Objects,7.0,,,,45,knife-block,,,,,,,objects,39.0,,,,53-17-53
363,furnace,furnace,1,furnace,otherfurniture,39,Furniture,6.0,,,,,,,,,,n03404449,furnace.n.01,,,,,,118-27-157
1174,cd cases,cd case,1,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,92-110-214
